Title,Year,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID,merge_title,Winner,_merge,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Science_Fiction,Genre_TV_Movie,Genre_Thriller,Genre_War,Genre_Western,Nominee
The Forever Purge,2021,6.894,2602,18000000,76994245,602223,the forever purge,0,left_only,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
The Founder,2016,7.134,5222,15000000,24121245,310307,the founder,0,left_only,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
The French Dispatch,2021,7.015,2819,25000000,46333545,542178,the french dispatch,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
The Garfield Movie,2024,7.028,1351,60000000,254907482,748783,the garfield movie,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
The Gentlemen,2020,7.668,6279,22000000,115171795,522627,the gentlemen,0,left_only,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
The Gift,2015,6.695,3372,5000000,58978653,328425,the gift,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
The Girl on the Train,2016,6.441,5881,45000000,173200000,346685,the girl on the train,0,left_only,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
The Good Dinosaur,2015,6.7,5834,175000000,332207671,105864,the good dinosaur,0,left_only,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
The Good Nurse,2022,6.874,1354,0,0,541134,the good nurse,0,left_only,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
The Gray Man,2022,6.923,3989,200000000,454023,725201,the gray man,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
The Great Wall,2016,6.028,5376,150000000,331957105,311324,the great wall,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
The Greatest Showman,2017,7.869,9787,84000000,459066134,316029,the greatest showman,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
The Green Knight,2021,6.607,2070,15000000,18887953,559907,the green knight,0,left_only,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
The Grinch,2018,6.869,4271,75000000,508600000,360920,the grinch,0,left_only,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
The Guardians of the Galaxy Holiday Special,2022,7.1,2225,0,0,774752,the guardians of the galaxy holiday special,0,left_only,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
The Guilty,2021,6.427,2933,0,0,567748,the guilty,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
The Half of It,2020,7.1,1552,0,0,597219,the half of it,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
The Hand of God,2021,7.535,1727,13049974,167909,722778,the hand of god,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
The Handmaiden,2016,8.197,4090,8575000,38600000,290098,the handmaiden,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
The Hateful Eight,2015,7.756,14812,44000000,155760117,273248,the hateful eight,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0
The Highwaymen,2019,6.764,2150,49000000,0,500682,the highwaymen,0,left_only,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
The Hitman's Bodyguard,2017,6.891,6460,30000000,176586701,390043,the hitman's bodyguard,0,left_only,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
The Holdovers,2023,7.7,2210,13000000,42513270,840430,the holdovers,0,both,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
The House That Jack Built,2018,7.127,2940,9800000,5566776,398173,the house that jack built,0,left_only,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0
The House with a Clock in Its Walls,2018,6.252,2240,42000000,131523093,463821,the house with a clock in its walls,0,left_only,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,0
The Hunger Games: Mockingjay - Part 2,2015,6.899,13025,160000000,653428261,131634,the hunger games: mockingjay - part 2,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
The Hunger Games: The Ballad of Songbirds & Snakes,2023,7.0,3260,100000000,337371917,695721,the hunger games: the ballad of songbirds & snakes,0,left_only,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
The Hunt,2020,6.627,3474,14000000,10550350,514847,the hunt,0,left_only,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
The Huntsman: Winter's War,2016,6.285,4933,115000000,164989338,290595,the huntsman: winter's war,0,left_only,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
The Hustle,2019,6.191,2612,21000000,97400000,449562,the hustle,0,left_only,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
The Ice Age Adventures of Buck Wild,2022,6.588,1779,0,0,774825,the ice age adventures of buck wild,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
The Ice Road,2021,6.8,1827,0,7502846,646207,the ice road,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
The Idea of You,2024,7.333,1807,0,36178,843527,the idea of you,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
The Intern,2015,7.2,7070,35000000,194564672,257211,the intern,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
The Invisible Guest,2017,8.082,4794,4000000,30000000,411088,the invisible guest,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
The Invisible Man,2020,7.1,6053,7000000,144492724,570670,the invisible man,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0
The Irishman,2019,7.6,7225,159000000,968853,398978,the irishman,0,both,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
The Jungle Book,2016,6.867,8317,175000000,966550600,278927,the jungle book,0,left_only,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
The Killer,2023,6.579,2560,175000000,362113,800158,the killer,0,left_only,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
The Killing of a Sacred Deer,2017,7.011,4275,3000000,10700000,399057,the killing of a sacred deer,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
The King,2019,7.156,3419,0,0,504949,the king,0,left_only,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0
The King of Staten Island,2020,7.0,1080,35000000,2200000,579583,the king of staten island,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
The King's Man,2021,6.7,4859,100000000,125897478,476669,the king's man,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
The Kissing Booth,2018,7.17,7356,0,0,454983,the kissing booth,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
The Kissing Booth 2,2020,7.619,5077,0,0,583083,the kissing booth 2,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
The Kissing Booth 3,2021,6.869,1976,0,0,727745,the kissing booth 3,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
The Last Duel,2021,7.4,3659,100000000,30552111,617653,the last duel,0,left_only,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
The Last Voyage of the Demeter,2023,6.748,1818,45000000,21600000,635910,the last voyage of the demeter,0,left_only,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
The Last Witch Hunter,2015,6.003,3735,90000000,146936910,274854,the last witch hunter,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
The Legend of Tarzan,2016,5.914,6368,180000000,356743061,258489,the legend of tarzan,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
The Lego Batman Movie,2017,7.233,5241,80000000,311950384,324849,the lego batman movie,0,left_only,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
The Lego Movie 2: The Second Part,2019,6.664,2332,99000000,199603202,280217,the lego movie 2: the second part,0,left_only,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
The Lighthouse,2019,7.489,5299,11000000,18262464,503919,the lighthouse,0,left_only,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0
The Lion King,2019,7.103,10554,260000000,1662020819,420818,the lion king,0,left_only,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0
The Little Mermaid,2023,6.3,3179,297000000,569626289,447277,the little mermaid,0,left_only,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0
The Little Prince,2015,7.611,2887,64000000,97571250,309809,the little prince,0,left_only,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
The Little Things,2021,6.332,2673,30000000,29942746,602269,the little things,0,left_only,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
The Lobster,2015,7.035,6617,4000000,15700000,254320,the lobster,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
The Lodge,2020,6.111,1345,0,2679585,474764,the lodge,0,left_only,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,0
The Longest Ride,2015,7.6,3254,34000000,63013281,228205,the longest ride,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
The Lost City,2022,6.471,3832,74000000,192907684,752623,the lost city,0,left_only,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
The Lost City of Z,2017,6.396,3006,30000000,8574339,314095,the lost city of z,0,left_only,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
The Magnificent Seven,2016,6.47,6178,90000000,162400000,333484,the magnificent seven,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
The Man from U.N.C.L.E.,2015,7.081,6626,75000000,110045109,203801,the man from u.n.c.l.e.,0,left_only,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
The Marksman,2021,6.798,1681,23000000,23076711,634528,the marksman,0,left_only,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
The Martian,2015,7.691,20590,108000000,631058917,286217,the martian,0,both,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
The Marvels,2023,5.963,3155,274800000,206136825,609681,the marvels,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
The Matrix Resurrections,2021,6.36,6175,190000000,156497322,624860,the matrix resurrections,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
The Meg,2018,6.2,7984,150000000,530517320,345940,the meg,0,left_only,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
The Menu,2022,7.172,5708,35000000,79628200,593643,the menu,0,left_only,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
The Midnight Sky,2020,5.732,1930,0,70018,614911,the midnight sky,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
The Ministry of Ungentlemanly Warfare,2024,7.034,1664,60000000,29768915,799583,the ministry of ungentlemanly warfare,0,left_only,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
The Mitchells vs. the Machines,2021,7.861,3174,75000000,0,501929,the mitchells vs. the machines,0,left_only,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
The Mother,2023,6.621,1354,0,0,552688,the mother,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
The Mountain Between Us,2017,6.651,2472,35000000,62832209,290512,the mountain between us,0,left_only,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
The Mule,2018,6.865,5205,50000000,174800000,504172,the mule,0,left_only,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
The Mummy,2017,5.517,7453,125000000,409231607,282035,the mummy,0,left_only,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0
The Neon Demon,2016,6.51,3843,7000000,3400000,301365,the neon demon,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
The New Mutants,2020,6.084,3589,67000000,49169594,340102,the new mutants,0,left_only,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
The Nice Guys,2016,7.123,8326,50000000,71261763,290250,the nice guys,0,left_only,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
The Northman,2022,7.0,4778,70000000,69633110,639933,the northman,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
The Nun,2018,5.908,7017,22000000,366082797,439079,the nun,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
The Nun II,2023,6.675,2350,38500000,269670590,968051,the nun ii,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
The Nutcracker and the Four Realms,2018,6.1,2192,120000000,173961069,426543,the nutcracker and the four realms,0,left_only,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
The Old Guard,2020,7.118,4604,70000000,0,547016,the old guard,0,left_only,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
The Outpost,2020,6.9,1116,18000000,2133452,531876,the outpost,0,left_only,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0
The Pale Blue Eye,2022,6.811,2033,72000000,0,800815,the pale blue eye,0,left_only,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
The Perfect Date,2019,6.441,3292,0,0,543540,the perfect date,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
The Platform,2019,6.968,7575,1203235,1090116,619264,the platform,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0
The Platform 2,2024,5.547,1313,0,0,1125510,the platform 2,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0
The Pope's Exorcist,2023,6.933,3012,18000000,76987621,758323,the pope's exorcist,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
The Post,2017,7.006,4780,50000000,179769467,446354,the post,0,both,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
The Power of the Dog,2021,6.753,2834,0,0,600583,the power of the dog,0,both,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
The Predator,2018,5.6,4941,88000000,160542134,346910,the predator,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
The Princess Switch,2018,6.995,2250,0,0,556803,the princess switch,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
The Purge: Election Year,2016,6.384,5391,10000000,118587880,316727,the purge: election year,0,left_only,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
The Revenant,2015,7.537,18785,135000000,532950503,281957,the revenant,0,both,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
The Ritual,2017,6.267,3265,1000000,1786396,433808,the ritual,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
The School for Good and Evil,2022,7.046,1327,0,0,779782,the school for good and evil,0,left_only,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
The Sea Beast,2022,7.325,1608,0,0,560057,the sea beast,0,left_only,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
The Secret Life of Pets,2016,6.3,8332,75000000,875457937,328111,the secret life of pets,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
The Secret Life of Pets 2,2019,6.947,3228,80000000,429434163,412117,the secret life of pets 2,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
The Shallows,2016,6.351,5216,17000000,119100758,332567,the shallows,0,left_only,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0
The Shape of Water,2017,7.24,12533,19500000,195300000,399055,the shape of water,1,both,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,1
The Social Dilemma,2020,7.44,1699,0,0,656690,the social dilemma,0,left_only,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0
The Space Between Us,2017,7.057,2507,30000000,14793385,365942,the space between us,0,left_only,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0
The SpongeBob Movie: Sponge on the Run,2020,7.4,2919,60000000,4810790,400160,the spongebob movie: sponge on the run,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
The SpongeBob Movie: Sponge Out of Water,2015,6.1,2453,74000000,325186032,228165,the spongebob movie: sponge out of water,0,left_only,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
The Spy Who Dumped Me,2018,6.388,2298,40000000,33562069,454992,the spy who dumped me,0,left_only,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
The Substance,2024,7.1,5344,17500000,76506196,933260,the substance,0,both,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1
The Suicide Squad,2021,7.477,9229,185000000,168717425,436969,the suicide squad,0,left_only,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
The Super Mario Bros. Movie,2023,7.603,10065,100000000,1362000000,502356,the super mario bros. movie,0,left_only,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
The Tearsmith,2024,6.5,918,7000000,0,1127166,the tearsmith,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
The Three Musketeers: D'Artagnan,2023,6.937,1323,27500000,31843086,796185,the three musketeers: d'artagnan,0,left_only,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
The Tomorrow War,2021,7.49,3871,200000000,14400000,588228,the tomorrow war,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
The Trial of the Chicago 7,2020,7.67,3218,35000000,107423,556984,the trial of the chicago 7,0,both,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
The Two Popes,2019,7.489,3051,0,232638,551332,the two popes,0,left_only,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
The Unbearable Weight of Massive Talent,2022,6.788,2298,30000000,29116320,648579,the unbearable weight of massive talent,0,left_only,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
The Unforgivable,2021,7.41,1936,0,0,645886,the unforgivable,0,left_only,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
The Unholy,2021,6.568,2221,10000000,30832137,632357,the unholy,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
The Union,2024,6.1,1058,0,0,704239,the union,0,left_only,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
The Visit,2015,6.323,4982,5000000,98450062,298312,the visit,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
The Walk,2015,7.0,3297,35000000,61181942,285783,the walk,0,left_only,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
The Watchers,2024,6.375,1424,30000000,51147812,1086747,the watchers,0,left_only,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
The Way Back,2020,6.643,1281,23000000,14590514,529485,the way back,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
The Whale,2022,7.793,4358,3000000,55101305,785084,the whale,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
The Wild Robot,2024,8.319,5494,78000000,331982078,1184918,the wild robot,0,left_only,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,0
The Witch,2016,6.994,7403,4000000,40423945,310131,the witch,0,left_only,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,0
The Woman in the Window,2021,6.0,2070,40000000,0,520663,the woman in the window,0,left_only,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
The Woman King,2022,7.636,2265,50000000,97300000,724495,the woman king,0,left_only,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
The Wonderful Story of Henry Sugar,2023,7.239,1232,0,0,923939,the wonderful story of henry sugar,0,left_only,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
The Worst Person in the World,2021,7.441,1646,5000000,12687507,660120,the worst person in the world,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
The Wrong Missy,2020,6.144,1229,0,0,582596,the wrong missy,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
The Zone of Interest,2023,7.002,2355,15000000,52631884,467244,the zone of interest,0,both,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
There's Still Tomorrow,2023,8.1,1440,9000000,50121593,1026227,there's still tomorrow,0,left_only,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
Thirteen Lives,2022,7.857,1399,55000000,0,698948,thirteen lives,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Thor: Love and Thunder,2022,6.4,8203,250000000,760900000,616037,thor: love and thunder,0,left_only,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Thor: Ragnarok,2017,7.6,21514,180000000,855301806,284053,thor: ragnarok,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Those Who Wish Me Dead,2021,6.623,1757,20000000,23384502,578701,those who wish me dead,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
"Three Billboards Outside Ebbing, Missouri",2017,8.061,10557,15000000,162729321,359940,"three billboards outside ebbing, missouri",0,both,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Three Thousand Years of Longing,2022,6.885,1563,60000000,20300000,556694,three thousand years of longing,0,left_only,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0
Through My Window,2022,7.362,3280,0,0,818647,through my window,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
"tick, tick... BOOM!",2021,7.609,2215,0,0,537116,"tick, tick boom!",0,left_only,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
Ticket to Paradise,2022,6.43,1339,20000000,168800000,800939,ticket to paradise,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
Titane,2021,6.331,1588,6600000,4982335,630240,titane,0,left_only,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0
To All the Boys I've Loved Before,2018,7.596,8604,0,0,466282,to all the boys i've loved before,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
To All the Boys: Always and Forever,2021,7.515,2008,0,0,614409,to all the boys: always and forever,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
To All the Boys: P.S. I Still Love You,2020,6.822,2639,0,0,565426,to all the boys: p.s. i still love you,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
To Catch a Killer,2023,6.864,1209,0,3138750,605886,to catch a killer,0,left_only,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
To the Bone,2017,7.2,3558,0,0,401104,to the bone,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Togo,2019,8.142,2147,0,0,606856,togo,0,left_only,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Tolo Tolo,2020,6.116,1263,20000000,52186426,593402,tolo tolo,0,left_only,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0
Tom & Jerry,2021,6.744,2516,50000000,136536687,587807,tom & jerry,0,left_only,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Tom Clancy's Without Remorse,2021,6.954,2576,0,0,567189,tom clancy's without remorse,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
Tomb Raider,2018,6.366,8140,94000000,274650803,338970,tomb raider,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Tomorrowland,2015,6.3,7196,190000000,209200000,158852,tomorrowland,0,left_only,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0
Top Gun: Maverick,2022,8.2,10335,170000000,1488732821,361743,top gun: maverick,0,both,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Toy Story 4,2019,7.5,10222,175000000,1073841394,301528,toy story 4,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Train to Busan,2016,7.749,8042,8500000,87547518,396535,train to busan,0,left_only,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Trainwreck,2015,5.797,2656,35000000,140795793,271718,trainwreck,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Transformers One,2024,8.025,1436,75000000,129408392,698687,transformers one,0,left_only,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
Transformers: Rise of the Beasts,2023,7.202,5071,195000000,441381193,667538,transformers: rise of the beasts,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Transformers: The Last Knight,2017,6.056,6523,217000000,605425157,335988,transformers: the last knight,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Trap,2024,6.261,2516,30000000,83677281,1032823,trap,0,left_only,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
Triangle of Sadness,2022,7.027,2630,15600000,24733572,497828,triangle of sadness,0,both,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Triple Frontier,2019,6.323,3402,0,0,399361,triple frontier,0,left_only,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Troll,2022,6.583,1832,0,0,736526,troll,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
